dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1497744000,2017-06-18 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.64,310.07,307.15,309.15,1005,,,40,3.1,160,,,,,1,800,Clear,sky is clear,01d
1497747600,2017-06-18 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.11,307.71,306.15,307.815,1006,,,47,5.14,160,,,,,1,800,Clear,sky is clear,01d
1497751200,2017-06-18 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.22,307.49,304.15,306.166,1006,,,56,3.6,150,,,,,1,800,Clear,sky is clear,01n
1497754800,2017-06-18 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.39,304.5,302.15,304.25,1007,,,59,4.63,160,,,,,1,800,Clear,sky is clear,01n
1497758400,2017-06-18 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.38,304.18,301.024,302.05,1007,,,74,3.6,160,,,,,1,800,Clear,sky is clear,01n
1497762000,2017-06-18 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.31,301.15,299.859,300.95,1007,,,79,6.45,172,,,,,75,803,Clouds,broken clouds,04n
1497765600,2017-06-18 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.47,302.43,298.15,300.15,1007,,,81,3.1,180,,,,,40,802,Clouds,scattered clouds,03n
1497769200,2017-06-18 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.44,302.53,298.15,300.15,1006,,,79,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1497772800,2017-06-18 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.44,302.53,298.15,300.15,1006,,,79,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1497776400,2017-06-18 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.87,302.56,298.15,299.25,1007,,,84,2.06,0,,,,,90,804,Clouds,overcast clouds,04n
1497780000,2017-06-18 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.79,301.18,298.031,299.25,1008,,,79,3.09,0,,,,,90,804,Clouds,overcast clouds,04n
1497783600,2017-06-18 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.8,301.56,297.97,299.25,1008,,,79,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1497787200,2017-06-18 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.72,301.28,297.908,299.15,1008,,,81,3.1,180,,,,,90,804,Clouds,overcast clouds,04d
1497790800,2017-06-18 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.52,301.72,298.15,300.15,1009,,,74,3.09,0,,,,,75,803,Clouds,broken clouds,04d
1497794400,2017-06-18 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.33,302.94,299.264,301.45,1009,,,74,3.09,0,,,,,75,803,Clouds,broken clouds,04d
1497798000,2017-06-18 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.32,305.3,302.05,303.453,1009,,,66,2.57,0,,,,,40,802,Clouds,scattered clouds,03d
1497801600,2017-06-18 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.94,306.75,303.15,304.953,1009,,,59,2.57,0,,,,,1,800,Clear,sky is clear,01d
1497805200,2017-06-18 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.84,308.66,304.914,306.594,1010,,,53,2.57,0,,,,,1,800,Clear,sky is clear,01d
1497808800,2017-06-18 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.96,309.45,305.85,307.639,1010,,,46,2.1,0,,,,,1,800,Clear,sky is clear,01d
1497812400,2017-06-18 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.84,308.23,307.021,308.74,1010,,,42,4.63,130,,,,,1,800,Clear,sky is clear,01d
1497816000,2017-06-18 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.07,309.74,307.15,310.15,1009,,,37,3.6,200,,,,,1,800,Clear,sky is clear,01d
1497819600,2017-06-18 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.43,309.85,308.15,310.15,1008,,,35,3.6,160,,,,,1,800,Clear,sky is clear,01d
1497823200,2017-06-18 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.25,310.32,308.15,310.35,1008,,,35,2.57,0,,,,,1,800,Clear,sky is clear,01d
1497826800,2017-06-18 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.01,308.94,308.116,310.15,1007,,,37,4.63,160,,,,,1,800,Clear,sky is clear,01d
1497830400,2017-06-19 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.08,309.63,306.15,309.15,1007,,,40,2.6,170,,,,,1,800,Clear,sky is clear,01d
1497834000,2017-06-19 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.01,307.89,305.15,306.45,1008,,,49,3.09,150,,,,,1,800,Clear,sky is clear,01d
1497837600,2017-06-19 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.35,305.83,303.15,305.152,1009,,,56,4.12,150,,,,,1,800,Clear,sky is clear,01n
1497841200,2017-06-19 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.94,304.91,301.15,304.15,1010,,,59,3.09,140,,,,,1,800,Clear,sky is clear,01n
1497844800,2017-06-19 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.69,302.56,301.15,302.15,1010,,,66,5.14,150,,,,,1,800,Clear,sky is clear,01n
1497848400,2017-06-19 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.32,302.45,299.15,301.15,1011,,,70,3.09,0,,,,,1,800,Clear,sky is clear,01n
1497852000,2017-06-19 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.65,301.21,298.15,300.35,1011,,,74,4.1,170,,,,,40,802,Clouds,scattered clouds,03n
1497855600,2017-06-19 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.95,301.97,298.15,299.354,1011,,,84,3.09,0,,,,,40,802,Clouds,scattered clouds,03n
1497859200,2017-06-19 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.71,301.6,297.15,299.475,1012,,,84,3.09,160,,,,,75,803,Clouds,broken clouds,04n
1497862800,2017-06-19 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.13,301.08,297.15,299.15,1012,,,84,2.57,0,,,,,75,803,Clouds,broken clouds,04n
1497866400,2017-06-19 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.32,301.07,296.15,298.207,1012,,,89,1.54,180,,,,,20,801,Clouds,few clouds,02n
1497870000,2017-06-19 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.12,300.89,296.15,298.212,1013,,,94,2.06,0,,,,,1,800,Clear,sky is clear,01n
1497873600,2017-06-19 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.91,301.69,297.15,298.15,1013,,,90,2.1,170,,,,,90,804,Clouds,overcast clouds,04d
1497877200,2017-06-19 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.71,301.6,297.879,299.15,1013,,,84,3.09,210,,,,,75,803,Clouds,broken clouds,04d
1497880800,2017-06-19 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.38,302.79,298.15,300.15,1014,,,79,2.06,220,,,,,75,803,Clouds,broken clouds,04d
1497884400,2017-06-19 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.23,303.87,299.15,301.848,1015,,,74,1.54,0,,,,,40,802,Clouds,scattered clouds,03d
1497888000,2017-06-19 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.77,304.11,299.15,302.628,1016,,,69,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1497891600,2017-06-19 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.92,304.56,299.15,302.77,1016,,,70,1.35,52,,,,,75,803,Clouds,broken clouds,04d
1497895200,2017-06-19 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.01,304.88,300.15,303.17,1016,,,71,1.26,47,,,,,1,800,Clear,sky is clear,01d
1497898800,2017-06-19 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.07,306.39,299.15,304.203,1013,,,84,1.54,0,,,,,20,801,Clouds,few clouds,02d
1497902400,2017-06-19 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.3,305.25,301.15,304.942,1013,,,74,4.12,200,,,,,1,800,Clear,sky is clear,01d
1497906000,2017-06-19 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.11,307.14,303.15,305.788,1013,,,55,1.54,0,,0.3,,,1,500,Rain,light rain,10d
1497909600,2017-06-19 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.68,307.52,303.15,306.15,1013,,,52,1.54,0,,,,,1,800,Clear,sky is clear,01d
1497913200,2017-06-19 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.23,308.23,303.15,306.15,1013,,,49,1,61,,,,,40,802,Clouds,scattered clouds,03d
1497916800,2017-06-20 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.68,306.69,303.15,305.423,1013,,,48,1.85,45,,,,,1,800,Clear,sky is clear,01d
1497920400,2017-06-20 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.63,306.44,302.15,305.078,1013,,,55,1.54,0,,,,,1,800,Clear,sky is clear,01d
1497924000,2017-06-20 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.82,304.81,300.15,303.707,1014,,,62,1.47,61,,,,,1,800,Clear,sky is clear,01n
1497927600,2017-06-20 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.89,304.38,299.15,301.521,1015,,,70,1.54,0,,,,,1,800,Clear,sky is clear,01n
1497931200,2017-06-20 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.19,302.73,298.15,301.15,1016,,,70,2.42,46,,,,,1,800,Clear,sky is clear,01n
1497934800,2017-06-20 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.33,302.08,297.15,300.547,1016,,,70,1.54,0,,,,,1,800,Clear,sky is clear,01n
1497938400,2017-06-20 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.72,301.32,297.15,300.18,1015,,,71,1.5,40,,,,,1,800,Clear,sky is clear,01n
1497942000,2017-06-20 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.11,300.73,297.15,299.984,1015,,,74,1.54,30,,,,,1,800,Clear,sky is clear,01n
1497945600,2017-06-20 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.48,300.31,296.15,299.631,1015,,,79,1.54,0,,,,,1,800,Clear,sky is clear,01n
1497949200,2017-06-20 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.43,300.24,296.15,299.251,1015,,,79,1.54,20,,,,,1,800,Clear,sky is clear,01n
1497952800,2017-06-20 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.22,299.93,296.15,298.15,1014,,,79,1.54,30,,,,,1,800,Clear,sky is clear,01n
1497956400,2017-06-20 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.71,299.57,296.15,297.612,1015,,,83,1.54,40,,,,,1,800,Clear,sky is clear,01n
1497960000,2017-06-20 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.38,299.62,296.15,298.15,1015,,,81,2.6,20,,,,,1,800,Clear,sky is clear,01d
1497963600,2017-06-20 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.71,301.42,297.761,299.25,1016,,,79,2.57,10,,,,,1,800,Clear,sky is clear,01d
1497967200,2017-06-20 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.8,303.89,299.146,301.45,1016,,,70,2.06,0,,,,,1,800,Clear,sky is clear,01d
1497970800,2017-06-20 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.74,305.75,302.15,304.031,1016,,,62,2.06,0,,,,,1,800,Clear,sky is clear,01d
1497974400,2017-06-20 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.24,306.76,303.15,305.358,1016,,,56,2.57,0,,,,,75,803,Clouds,broken clouds,04d
1497978000,2017-06-20 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.64,307.72,305.15,306.423,1016,,,49,2.57,0,,,,,40,802,Clouds,scattered clouds,03d
1497981600,2017-06-20 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.04,308.87,305.984,307.55,1015,,,44,2.6,10,,,,,20,801,Clouds,few clouds,02d
1497985200,2017-06-20 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.28,308.52,306.15,308.15,1014,,,42,3.09,0,,,,,40,802,Clouds,scattered clouds,03d
1497988800,2017-06-20 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.95,309.64,306.15,309.15,1014,,,39,2.06,0,,,,,40,802,Clouds,scattered clouds,03d
1497992400,2017-06-20 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.47,309.27,307.15,309.25,1013,,,37,3.09,0,,,,,40,802,Clouds,scattered clouds,03d
1497996000,2017-06-20 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.06,309.07,307.15,309.15,1012,,,39,3.09,0,,,,,20,801,Clouds,few clouds,02d
1497999600,2017-06-20 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.69,309.28,306.15,309.15,1012,,,41,2.57,0,,,,,20,801,Clouds,few clouds,02d
1498003200,2017-06-21 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.89,308.91,306.15,307.82,1011,,,41,1.5,0,,,,,1,800,Clear,sky is clear,01d
1498006800,2017-06-21 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.94,307.69,305.15,306.972,1012,,,44,2.06,0,,,,,1,800,Clear,sky is clear,01d
1498010400,2017-06-21 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.91,306.48,302.15,305.652,1012,,,55,2.06,0,,,,,1,800,Clear,sky is clear,01n
1498014000,2017-06-21 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.93,302.56,300.15,303.15,1012,,,55,3.6,80,,,,,1,800,Clear,sky is clear,01n
1498017600,2017-06-21 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.42,302.37,298.15,301.751,1013,,,62,2.06,70,,,,,1,800,Clear,sky is clear,01n
1498021200,2017-06-21 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.08,301.88,298.15,301.352,1014,,,62,2.06,0,,,,,1,800,Clear,sky is clear,01n
1498024800,2017-06-21 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.46,300.85,297.15,300.35,1014,,,64,2.6,40,,,,,1,800,Clear,sky is clear,01n
1498028400,2017-06-21 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.88,301.06,297.15,300.15,1013,,,70,2.06,0,,,,,1,800,Clear,sky is clear,01n
1498032000,2017-06-21 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.07,300.67,296.15,299.25,1012,,,74,1.54,20,,,,,1,800,Clear,sky is clear,01n
1498035600,2017-06-21 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.88,300.39,296.15,299.15,1012,,,74,1.54,30,,,,,1,800,Clear,sky is clear,01n
1498039200,2017-06-21 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.42,300.22,296.055,298.15,1012,,,79,1.54,30,,,,,20,801,Clouds,few clouds,02n
1498042800,2017-06-21 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.33,298.65,295.872,297.15,1012,,,83,2.05,23,,,,,1,800,Clear,sky is clear,01n
1498046400,2017-06-21 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.78,298.77,295.813,297.55,1012,,,81,2.55,15,,,,,1,800,Clear,sky is clear,01d
1498050000,2017-06-21 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.74,301.83,297.475,299.25,1012,,,79,2.06,0,,,,,1,800,Clear,sky is clear,01d
1498053600,2017-06-21 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.84,303.95,299.513,301.45,1012,,,70,2.06,0,,,,,1,800,Clear,sky is clear,01d
1498057200,2017-06-21 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.66,304.91,302.15,303.704,1012,,,62,3.09,0,,,,,20,801,Clouds,few clouds,02d
1498060800,2017-06-21 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.8,305.33,304.15,305.15,1012,,,46,3.6,20,,,,,1,800,Clear,sky is clear,01d
1498064400,2017-06-21 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.3,305,304.15,306.45,1011,,,35,2.6,0,,,,,1,800,Clear,sky is clear,01d
1498068000,2017-06-21 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.77,306.25,305.15,307.55,1010,,,33,3.1,0,,,,,1,800,Clear,sky is clear,01d
1498071600,2017-06-21 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.25,306.36,306.15,308.15,1009,,,30,3.1,0,,,,,1,800,Clear,sky is clear,01d
1498075200,2017-06-21 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.75,305.93,307.076,308.15,1009,,,26,3.6,20,,,,,1,800,Clear,sky is clear,01d
1498078800,2017-06-21 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.08,305.65,306.15,309.25,1008,,,26,4.6,40,,,,,1,800,Clear,sky is clear,01d
1498082400,2017-06-21 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.47,305.23,306.15,308.15,1007,,,26,4.1,10,,,,,1,800,Clear,sky is clear,01d
1498086000,2017-06-21 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.59,303.43,306.15,307.05,1006,,,26,5.1,20,,,,,1,800,Clear,sky is clear,01d
1498089600,2017-06-22 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.44,303.53,305.15,306.372,1006,,,29,3.6,10,,,,,1,800,Clear,sky is clear,01d
1498093200,2017-06-22 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.94,303.06,304.15,306.051,1006,,,30,3.6,360,,,,,1,800,Clear,sky is clear,01d
1498096800,2017-06-22 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.95,303.97,303.75,305.133,1006,,,40,2.6,0,,,,,1,800,Clear,sky is clear,01n
1498100400,2017-06-22 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.29,303.33,301.83,302.895,1006,,,49,2.1,0,,,,,1,800,Clear,sky is clear,01n
1498104000,2017-06-22 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.45,303.07,301.053,302.047,1007,,,56,2.1,30,,,,,1,800,Clear,sky is clear,01n
1498107600,2017-06-22 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.62,302.14,300.244,300.961,1007,,,58,2.1,20,,,,,1,800,Clear,sky is clear,01n
1498111200,2017-06-22 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.68,301.06,298.15,300.35,1007,,,60,2.1,360,,,,,1,800,Clear,sky is clear,01n
1498114800,2017-06-22 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.33,301.21,298.15,299.85,1006,,,62,1.5,0,,,,,1,800,Clear,sky is clear,01n
1498118400,2017-06-22 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.87,300.01,298.15,299.25,1006,,,64,2.6,350,,,,,1,800,Clear,sky is clear,01n
1498122000,2017-06-22 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.57,300.57,297.673,299.25,1005,,,66,1.5,0,,,,,1,800,Clear,sky is clear,01n
1498125600,2017-06-22 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.89,299.71,296.979,298.75,1005,,,71,2.1,350,,,,,1,800,Clear,sky is clear,01n
1498129200,2017-06-22 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.33,299.53,296.812,297.832,1005,,,73,1.5,0,,,,,1,800,Clear,sky is clear,01n
1498132800,2017-06-22 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.43,299.07,296.981,297.989,1006,,,73,2.35,325,,,,,1,800,Clear,sky is clear,01d
1498136400,2017-06-22 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.5,301.01,297.15,299.85,1006,,,71,1.5,0,,,,,1,800,Clear,sky is clear,01d
1498140000,2017-06-22 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.12,301.49,298.15,299.85,1007,,,71,2.1,0,,,,,1,800,Clear,sky is clear,01d
1498143600,2017-06-22 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.43,302.84,299.85,301.97,1007,,,69,2.6,0,,,,,75,803,Clouds,broken clouds,04d
1498147200,2017-06-22 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,302.12,304.45,301.45,303.116,1007,,,62,2.6,0,,,,,75,803,Clouds,broken clouds,04d
1498150800,2017-06-22 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.81,306.73,303.376,304.386,1007,,,55,1.5,0,,,,,40,802,Clouds,scattered clouds,03d
1498154400,2017-06-22 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.39,306.48,303.15,306.45,1006,,,45,2.92,291,,,,,40,802,Clouds,scattered clouds,03d
1498158000,2017-06-22 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.93,307.3,304.15,307.05,1006,,,44,2.6,0,,,,,1,800,Clear,sky is clear,01d
1498161600,2017-06-22 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.98,308.26,305.823,307.55,1005,,,41,2.6,330,,,,,1,800,Clear,sky is clear,01d
1498165200,2017-06-22 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.12,309.29,306.15,309.25,1005,,,36,2.1,0,,,,,1,800,Clear,sky is clear,01d
1498168800,2017-06-22 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.14,310.53,307.15,310.35,1004,,,33,1.5,0,,,,,1,800,Clear,sky is clear,01d
1498172400,2017-06-22 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.43,311.29,308.15,310.35,1004,,,34,1.26,181,,,,,1,800,Clear,sky is clear,01d
1498176000,2017-06-23 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,308.87,310.13,308.15,309.25,1003,,,35,2.1,110,,,,,1,800,Clear,sky is clear,01d
1498179600,2017-06-23 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.71,309.52,306.685,308.15,1004,,,38,1.5,0,,,,,1,800,Clear,sky is clear,01d
1498183200,2017-06-23 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,306.02,307.42,305.275,306.45,1004,,,44,2.6,130,,,,,1,800,Clear,sky is clear,01n
1498186800,2017-06-23 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.81,304.54,302.15,305.35,1004,,,50,3.6,120,,,,,1,800,Clear,sky is clear,01n
1498190400,2017-06-23 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,303.41,305.17,302.441,303.75,1005,,,56,3.1,140,,,,,1,800,Clear,sky is clear,01n
1498194000,2017-06-23 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.6,304.17,301.15,302.05,1006,,,74,4.1,170,,,,,20,801,Clouds,few clouds,02n
1498197600,2017-06-23 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.01,303.72,300.15,301.45,1006,,,72,3.1,170,,,,,1,800,Clear,sky is clear,01n
1498201200,2017-06-23 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.53,303.93,299.961,300.95,1007,,,74,2.1,170,,,,,1,800,Clear,sky is clear,01n
1498204800,2017-06-23 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.85,302.79,299.25,300.35,1007,,,76,2.6,0,,,,,1,800,Clear,sky is clear,01n
1498208400,2017-06-23 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.36,302.96,298.75,299.85,1007,,,81,2.1,0,,,,,1,800,Clear,sky is clear,01n
1498212000,2017-06-23 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.86,302.94,298.206,299.25,1007,,,84,1.5,0,,,,,1,800,Clear,sky is clear,01n
1498215600,2017-06-23 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.48,301.56,298.15,298.934,1007,,,87,3.1,170,,,,,1,800,Clear,sky is clear,01n
1498219200,2017-06-23 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.7,302.22,298.258,298.988,1008,,,90,3.1,0,,,,,40,802,Clouds,scattered clouds,03d
1498222800,2017-06-23 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.35,301.87,298.15,300.35,1008,,,87,4.6,170,,,,,90,804,Clouds,overcast clouds,04d
1498226400,2017-06-23 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.31,304.08,300.766,301.661,1009,,,74,3.6,180,,,,,75,803,Clouds,broken clouds,04d
1498230000,2017-06-23 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,304.03,308.22,303.75,305.151,1010,,,63,1.5,0,,,,,40,802,Clouds,scattered clouds,03d
1498233600,2017-06-23 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,305.88,309,305.35,307.052,1010,,,57,3.1,0,,,,,1,800,Clear,sky is clear,01d
1498237200,2017-06-23 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,307.1,308.78,306.15,308.189,1009,,,49,4.1,180,,,,,1,800,Clear,sky is clear,01d
1498240800,2017-06-23 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,309.04,310.99,307.15,309.85,1009,,,40,2.6,0,,,,,1,800,Clear,sky is clear,01d
1498244400,2017-06-23 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,310,311.81,309.271,310.527,1009,,,39,3.1,180,,,,,1,800,Clear,sky is clear,01d
1498248000,2017-06-23 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,310.82,313.26,310.106,311.45,1009,,,37,2.1,0,,,,,1,800,Clear,sky is clear,01d
1498251600,2017-06-23 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,311.54,313.85,310.15,312.55,1008,,,35,2.1,0,,,,,1,800,Clear,sky is clear,01d
1498255200,2017-06-23 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,311.44,312.51,309.826,312.55,1008,,,33,3.18,169,,,,,1,800,Clear,sky is clear,01d
1498258800,2017-06-23 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,311.15,312.38,310.21,311.45,1008,,,34,3.1,110,,,,,1,800,Clear,sky is clear,01d
